item_id,name,category,price,short_description,designer,depth,height,width,other_colors,sellable_online,rating,reviews_count,content
IKEA00090,ALEX,Dining Furniture,3082,Durable furniture with practical storage space.,Monika Mulder,24,178,123,"Brown, White, Green",True,4.5,94,Product Name: ALEX. Category: Dining Furniture. Price: 3082. Description: Durable furniture with practical storage space.. Designer: Monika Mulder. Dimensions: 123cm width x 24cm depth x 178cm height.
IKEA00091,HEMNES,Table,35849,Durable furniture with practical storage space.,Ola Wihlborg,84,99,72,"Grey, Blue, Oak",True,4.5,178,Product Name: HEMNES. Category: Table. Price: 35849. Description: Durable furniture with practical storage space.. Designer: Ola Wihlborg. Dimensions: 72cm width x 84cm depth x 99cm height.
IKEA00092,TROFAST,Chair,31191,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,48,203,131,"Beige, White, Oak",True,3.5,68,Product Name: TROFAST. Category: Chair. Price: 31191. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Jon Karlsson. Dimensions: 131cm width x 48cm depth x 203cm height.
IKEA00093,EKET,Wardrobe,44593,Space-saving furniture with easy assembly.,Henrik Preutz,94,127,193,"Beige, White, Green",True,3.9,322,Product Name: EKET. Category: Wardrobe. Price: 44593. Description: Space-saving furniture with easy assembly.. Designer: Henrik Preutz. Dimensions: 193cm width x 94cm depth x 127cm height.
IKEA00094,MICKE,Wardrobe,40481,Compact furniture suitable for small apartments.,IKEA Design Team,79,209,107,"Blue, White, Black",True,4.9,160,Product Name: MICKE. Category: Wardrobe. Price: 40481. Description: Compact furniture suitable for small apartments.. Designer: IKEA Design Team. Dimensions: 107cm width x 79cm depth x 209cm height.
IKEA00095,EKET,Chair,6868,Compact furniture suitable for small apartments.,Ola Wihlborg,37,129,146,"Beige, Green, Blue",False,4.2,377,Product Name: EKET. Category: Chair. Price: 6868. Description: Compact furniture suitable for small apartments.. Designer: Ola Wihlborg. Dimensions: 146cm width x 37cm depth x 129cm height.
IKEA00096,MALM,Bookshelf,43419,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,98,134,101,"White, Beige, Brown",True,3.9,491,Product Name: MALM. Category: Bookshelf. Price: 43419. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Monika Mulder. Dimensions: 101cm width x 98cm depth x 134cm height.
IKEA00097,HEMNES,Wardrobe,7010,Space-saving furniture with easy assembly.,Henrik Preutz,89,195,121,"White, Oak, Brown",True,4.9,490,Product Name: HEMNES. Category: Wardrobe. Price: 7010. Description: Space-saving furniture with easy assembly.. Designer: Henrik Preutz. Dimensions: 121cm width x 89cm depth x 195cm height.
IKEA00098,IVAR,Storage,6506,Space-saving furniture with easy assembly.,Jon Karlsson,96,35,42,"Beige, Black, Blue",True,3.1,396,Product Name: IVAR. Category: Storage. Price: 6506. Description: Space-saving furniture with easy assembly.. Designer: Jon Karlsson. Dimensions: 42cm width x 96cm depth x 35cm height.
IKEA00099,MICKE,Desk,38928,Compact furniture suitable for small apartments.,Jon Karlsson,62,67,182,"White, Brown, Black",True,4.1,413,Product Name: MICKE. Category: Desk. Price: 38928. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 182cm width x 62cm depth x 67cm height.
IKEA00100,MALM,Chair,43822,Simple design with clean Scandinavian lines.,IKEA Design Team,36,33,121,"Oak, Grey, Brown",True,3.3,31,Product Name: MALM. Category: Chair. Price: 43822. Description: Simple design with clean Scandinavian lines.. Designer: IKEA Design Team. Dimensions: 121cm width x 36cm depth x 33cm height.
IKEA00101,MALM,Bookshelf,34976,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,80,144,122,"Black, Oak, Grey",True,4.9,27,Product Name: MALM. Category: Bookshelf. Price: 34976. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: IKEA Design Team. Dimensions: 122cm width x 80cm depth x 144cm height.
IKEA00102,BRIMNES,Dining Furniture,34672,Durable furniture with practical storage space.,Monika Mulder,23,45,152,"Blue, Oak, Beige",True,4.0,470,Product Name: BRIMNES. Category: Dining Furniture. Price: 34672. Description: Durable furniture with practical storage space.. Designer: Monika Mulder. Dimensions: 152cm width x 23cm depth x 45cm height.
IKEA00103,EKET,Chair,5793,Durable furniture with practical storage space.,Ola Wihlborg,38,46,62,"Grey, Green, Beige",True,3.8,310,Product Name: EKET. Category: Chair. Price: 5793. Description: Durable furniture with practical storage space.. Designer: Ola Wihlborg. Dimensions: 62cm width x 38cm depth x 46cm height.
IKEA00104,MICKE,Bed,30233,Affordable and stylish furniture for everyday use.,Ola Wihlborg,75,55,59,"Oak, Green, Blue",True,3.8,428,Product Name: MICKE. Category: Bed. Price: 30233. Description: Affordable and stylish furniture for everyday use.. Designer: Ola Wihlborg. Dimensions: 59cm width x 75cm depth x 55cm height.
IKEA00105,EKET,Bookshelf,27761,Space-saving furniture with easy assembly.,IKEA Design Team,60,139,110,"Grey, Brown, Black",False,3.1,430,Product Name: EKET. Category: Bookshelf. Price: 27761. Description: Space-saving furniture with easy assembly.. Designer: IKEA Design Team. Dimensions: 110cm width x 60cm depth x 139cm height.
IKEA00106,BILLY,Chair,28802,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,36,172,45,"Beige, Green, White",False,3.7,345,Product Name: BILLY. Category: Chair. Price: 28802. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Henrik Preutz. Dimensions: 45cm width x 36cm depth x 172cm height.
IKEA00107,TROFAST,Bookshelf,47754,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,96,109,120,"Black, Grey, Blue",True,3.3,251,Product Name: TROFAST. Category: Bookshelf. Price: 47754. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Henrik Preutz. Dimensions: 120cm width x 96cm depth x 109cm height.
IKEA00108,HEMNES,Chair,23444,Simple design with clean Scandinavian lines.,Ola Wihlborg,67,59,101,"Oak, Blue, Green",True,4.2,341,Product Name: HEMNES. Category: Chair. Price: 23444. Description: Simple design with clean Scandinavian lines.. Designer: Ola Wihlborg. Dimensions: 101cm width x 67cm depth x 59cm height.
IKEA00109,IVAR,Bed,2396,Compact furniture suitable for small apartments.,Henrik Preutz,59,116,119,"White, Black, Blue",False,3.1,384,Product Name: IVAR. Category: Bed. Price: 2396. Description: Compact furniture suitable for small apartments.. Designer: Henrik Preutz. Dimensions: 119cm width x 59cm depth x 116cm height.
IKEA00110,ALEX,Sofa,6512,Space-saving furniture with easy assembly.,Ola Wihlborg,47,126,137,"Green, Brown, Black",True,3.6,171,Product Name: ALEX. Category: Sofa. Price: 6512. Description: Space-saving furniture with easy assembly.. Designer: Ola Wihlborg. Dimensions: 137cm width x 47cm depth x 126cm height.
IKEA00111,TROFAST,TV Unit,39573,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,39,70,188,"White, Beige, Green",True,3.9,222,Product Name: TROFAST. Category: TV Unit. Price: 39573. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: IKEA Design Team. Dimensions: 188cm width x 39cm depth x 70cm height.
IKEA00112,EKET,TV Unit,29468,Minimalist design suitable for modern homes.,Henrik Preutz,47,161,59,"Beige, Oak, White",True,4.4,308,Product Name: EKET. Category: TV Unit. Price: 29468. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 59cm width x 47cm depth x 161cm height.
IKEA00113,EKET,Cabinet,44220,Durable furniture with practical storage space.,IKEA Design Team,48,131,183,"White, Green, Black",True,4.9,397,Product Name: EKET. Category: Cabinet. Price: 44220. Description: Durable furniture with practical storage space.. Designer: IKEA Design Team. Dimensions: 183cm width x 48cm depth x 131cm height.
IKEA00114,MALM,Bed,19468,Durable furniture with practical storage space.,IKEA Design Team,20,157,140,"Brown, Black, Oak",True,4.0,431,Product Name: MALM. Category: Bed. Price: 19468. Description: Durable furniture with practical storage space.. Designer: IKEA Design Team. Dimensions: 140cm width x 20cm depth x 157cm height.
IKEA00115,ALEX,Wardrobe,5222,Minimalist design suitable for modern homes.,IKEA Design Team,75,34,147,"Black, Blue, Brown",False,4.1,368,Product Name: ALEX. Category: Wardrobe. Price: 5222. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 147cm width x 75cm depth x 34cm height.
IKEA00116,ALEX,Bookshelf,19472,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,22,113,73,"Green, Blue, Beige",True,3.2,437,Product Name: ALEX. Category: Bookshelf. Price: 19472. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Monika Mulder. Dimensions: 73cm width x 22cm depth x 113cm height.
IKEA00117,BILLY,Desk,29051,Affordable and stylish furniture for everyday use.,Monika Mulder,87,50,131,"Grey, Beige, Brown",True,3.7,91,Product Name: BILLY. Category: Desk. Price: 29051. Description: Affordable and stylish furniture for everyday use.. Designer: Monika Mulder. Dimensions: 131cm width x 87cm depth x 50cm height.
IKEA00118,BILLY,Cabinet,41998,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,85,79,119,"Beige, Green, Blue",True,3.5,79,Product Name: BILLY. Category: Cabinet. Price: 41998. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Ola Wihlborg. Dimensions: 119cm width x 85cm depth x 79cm height.
IKEA00119,LACK,Desk,11869,Affordable and stylish furniture for everyday use.,Jon Karlsson,29,75,190,"Green, Oak, Grey",False,4.4,456,Product Name: LACK. Category: Desk. Price: 11869. Description: Affordable and stylish furniture for everyday use.. Designer: Jon Karlsson. Dimensions: 190cm width x 29cm depth x 75cm height.
IKEA00120,POANG,Dining Furniture,42133,Affordable and stylish furniture for everyday use.,Henrik Preutz,100,110,68,"Green, White, Oak",False,4.3,412,Product Name: POANG. Category: Dining Furniture. Price: 42133. Description: Affordable and stylish furniture for everyday use.. Designer: Henrik Preutz. Dimensions: 68cm width x 100cm depth x 110cm height.
IKEA00121,LACK,TV Unit,4180,Durable furniture with practical storage space.,Ola Wihlborg,29,109,148,"Green, White, Blue",True,4.7,44,Product Name: LACK. Category: TV Unit. Price: 4180. Description: Durable furniture with practical storage space.. Designer: Ola Wihlborg. Dimensions: 148cm width x 29cm depth x 109cm height.
IKEA00122,ALEX,Chair,40804,Affordable and stylish furniture for everyday use.,Ola Wihlborg,69,148,178,"White, Oak, Grey",True,3.6,248,Product Name: ALEX. Category: Chair. Price: 40804. Description: Affordable and stylish furniture for everyday use.. Designer: Ola Wihlborg. Dimensions: 178cm width x 69cm depth x 148cm height.
IKEA00123,MICKE,Table,4553,Minimalist design suitable for modern homes.,IKEA Design Team,63,212,51,"Brown, White, Black",False,5.0,273,Product Name: MICKE. Category: Table. Price: 4553. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 51cm width x 63cm depth x 212cm height.
IKEA00124,MICKE,TV Unit,10902,Durable furniture with practical storage space.,Henrik Preutz,56,129,134,"Beige, Green, Grey",True,4.6,336,Product Name: MICKE. Category: TV Unit. Price: 10902. Description: Durable furniture with practical storage space.. Designer: Henrik Preutz. Dimensions: 134cm width x 56cm depth x 129cm height.
IKEA00125,BESTA,Chair,22105,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,69,102,94,"Brown, Green, White",True,4.8,163,Product Name: BESTA. Category: Chair. Price: 22105. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Ola Wihlborg. Dimensions: 94cm width x 69cm depth x 102cm height.
IKEA00126,ALEX,Dining Furniture,26186,Compact furniture suitable for small apartments.,Ola Wihlborg,30,109,173,"Blue, Beige, Brown",True,4.3,429,Product Name: ALEX. Category: Dining Furniture. Price: 26186. Description: Compact furniture suitable for small apartments.. Designer: Ola Wihlborg. Dimensions: 173cm width x 30cm depth x 109cm height.
IKEA00127,BRIMNES,Dining Furniture,34996,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,85,122,34,"Beige, Brown, Black",True,3.7,397,Product Name: BRIMNES. Category: Dining Furniture. Price: 34996. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Monika Mulder. Dimensions: 34cm width x 85cm depth x 122cm height.
IKEA00128,EKET,Desk,15345,Compact furniture suitable for small apartments.,Jon Karlsson,29,105,55,"White, Beige, Brown",True,4.2,83,Product Name: EKET. Category: Desk. Price: 15345. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 55cm width x 29cm depth x 105cm height.
IKEA00129,MALM,Table,45905,Simple design with clean Scandinavian lines.,Ola Wihlborg,41,214,142,"White, Oak, Brown",True,4.9,317,Product Name: MALM. Category: Table. Price: 45905. Description: Simple design with clean Scandinavian lines.. Designer: Ola Wihlborg. Dimensions: 142cm width x 41cm depth x 214cm height.
IKEA00130,LACK,Storage,15834,Affordable and stylish furniture for everyday use.,Jon Karlsson,59,150,79,"Beige, Green, Grey",False,3.9,149,Product Name: LACK. Category: Storage. Price: 15834. Description: Affordable and stylish furniture for everyday use.. Designer: Jon Karlsson. Dimensions: 79cm width x 59cm depth x 150cm height.
IKEA00131,TROFAST,Bookshelf,33457,Affordable and stylish furniture for everyday use.,Monika Mulder,40,81,184,"Brown, Blue, Green",True,4.3,452,Product Name: TROFAST. Category: Bookshelf. Price: 33457. Description: Affordable and stylish furniture for everyday use.. Designer: Monika Mulder. Dimensions: 184cm width x 40cm depth x 81cm height.
IKEA00132,BESTA,Cabinet,7222,Space-saving furniture with easy assembly.,Ola Wihlborg,35,102,51,"Brown, Green, Oak",True,4.7,51,Product Name: BESTA. Category: Cabinet. Price: 7222. Description: Space-saving furniture with easy assembly.. Designer: Ola Wihlborg. Dimensions: 51cm width x 35cm depth x 102cm height.
IKEA00133,HEMNES,Storage,23409,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,26,131,158,"Beige, Black, Oak",True,3.7,19,Product Name: HEMNES. Category: Storage. Price: 23409. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Monika Mulder. Dimensions: 158cm width x 26cm depth x 131cm height.
IKEA00134,BESTA,Chair,47337,Space-saving furniture with easy assembly.,Henrik Preutz,38,65,39,"Grey, Blue, Oak",True,4.5,245,Product Name: BESTA. Category: Chair. Price: 47337. Description: Space-saving furniture with easy assembly.. Designer: Henrik Preutz. Dimensions: 39cm width x 38cm depth x 65cm height.
IKEA00135,EKET,TV Unit,843,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,52,85,68,"Blue, White, Brown",True,3.6,29,Product Name: EKET. Category: TV Unit. Price: 843. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: IKEA Design Team. Dimensions: 68cm width x 52cm depth x 85cm height.
